,job_type_blue-collar,job_type_entrepreneur,job_type_housemaid,job_type_management,job_type_retired,job_type_self-employed,job_type_services,job_type_student,job_type_technician,job_type_unemployed,job_type_unknown,marital_married,marital_single,marital_unknown,education_secondary,education_tertiary,education_unknown,default_yes,housing_loan_yes,personal_loan_yes,communication_type_telephone,communication_type_unknown,prev_campaign_outcome_other,prev_campaign_outcome_success,prev_campaign_outcome_unknown,prev_campaign_contact_yes,balance_ind_positive,customer_age,log_balance,log_last_contact_duration,log_num_contacts_in_campaign,log_num_contacts_prev_campaign,term_deposit_subscribed,month,month_sin,month_cos,day_of_month,day_of_month_sin,day_of_month_cos,job_type,marital,education,default,housing_loan,personal_loan,communication_type,prev_campaign_outcome,prev_campaign_contact,balance,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,9.137135069216908,3.4995332823830174,0.0953101798043249,1.410986973710262,0,1,0.4999999999999999,0.8660254037844387,30,-0.2012985200886611,0.9795299412524944,technician,married,primary,no,yes,no,cellular,failure,yes,1274.0,33.0,1.0,4
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,9.086827200403771,5.187944309066666,1.8082887711792652,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,13,0.485301962531081,-0.8743466161445821,blue-collar,married,secondary,no,yes,no,unknown,unknown,no,818.0,179.0,6.0,0
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,9.028110810950489,6.331679770008029,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,11,0.7907757369376989,-0.6121059825476626,management,single,tertiary,no,yes,no,cellular,unknown,no,314.0,562.0,2.0,0
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,49.0,8.99256985999848,4.91338990965742,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,26,-0.8486442574947509,0.5289640103269624,blue-collar,married,primary,no,no,no,unknown,unknown,no,23.0,136.0,1.0,0
14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,9.237576089595423,4.852811208902689,0.0953101798043249,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,24,-0.9884683243281114,0.1514277775045766,housemaid,divorced,primary,no,yes,no,cellular,unknown,no,2256.0,128.0,1.0,0
15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,9.011291693666015,4.891100725401066,2.4069451083182885,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,22,-0.968077118866204,-0.2506525322587213,blue-collar,married,secondary,no,no,yes,cellular,unknown,no,175.0,133.0,11.0,0
16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,8.989706169610756,6.340535655019982,1.1314021114911006,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,16,-0.207911690817759,-0.9781476007338056,entrepreneur,divorced,tertiary,no,no,no,cellular,unknown,no,0.0,567.0,3.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,34.0,9.02474546360775,4.616110126026426,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,23,-0.9987165071710528,-0.0506491688387135,technician,married,secondary,no,no,no,unknown,unknown,no,286.0,101.0,1.0,0
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,9.015553444265583,4.511957804265912,0.7419373447293773,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,15,5.66553889764798e-16,-1.0,entrepreneur,single,tertiary,no,no,no,cellular,unknown,no,210.0,91.0,2.0,0
19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,9.023058533299642,4.318820558770089,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,18,-0.587785252292473,-0.8090169943749475,management,married,tertiary,no,no,no,cellular,unknown,no,272.0,75.0,1.0,0
20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,9.013972627748824,3.529297384289471,1.62924053973028,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,4,0.72479278722912,0.6889669190756866,management,single,tertiary,no,no,no,cellular,unknown,no,197.0,34.0,5.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47.0,9.127947404604749,4.6549122778829055,1.1314021114911006,-2.302585092994045,0,1,0.4999999999999999,0.8660254037844387,30,-0.2012985200886611,0.9795299412524944,technician,divorced,secondary,no,yes,yes,cellular,unknown,no,1189.0,105.0,3.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,9.338038534345724,7.098458279804007,1.1314021114911006,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,19,-0.651372482722222,-0.7587581226927911,technician,divorced,secondary,no,yes,no,cellular,unknown,no,3342.0,1210.0,3.0,0
23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,9.050535403411343,4.956531035103055,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,17,-0.4067366430758002,-0.9135454576426008,blue-collar,married,secondary,no,yes,no,cellular,unknown,no,503.0,142.0,1.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,9.14346311813405,-2.302585092994045,0.7419373447293773,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,17,-0.2993631229733582,-0.9541392564000488,technician,married,tertiary,no,yes,no,cellular,unknown,no,1333.0,0.0,2.0,0
25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,9.236115325453548,5.624378451868933,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,14,0.299363122973358,-0.9541392564000488,blue-collar,divorced,primary,no,yes,no,cellular,unknown,no,2241.0,277.0,2.0,0
26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,8.993191317709641,3.40452517175483,0.7419373447293773,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,31,-2.4492935982947064e-16,1.0,housemaid,single,primary,no,no,no,cellular,unknown,no,28.0,30.0,2.0,0
27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,9.072582919268603,6.395428529089879,0.7419373447293773,0.7419373447293773,0,5,0.4999999999999999,-0.8660254037844387,6,0.9377521321470804,0.3473052528448203,blue-collar,married,primary,no,yes,no,cellular,failure,yes,693.0,599.0,2.0,2
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,9.754064844879643,6.091536100832197,1.1314021114911006,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,18,-0.4853019625310808,-0.8743466161445822,technician,married,tertiary,no,no,no,cellular,unknown,no,9204.0,442.0,3.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,34.0,9.225337352982091,4.565389315976247,0.0953101798043249,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,18,-0.587785252292473,-0.8090169943749475,services,married,secondary,no,no,no,unknown,unknown,no,2131.0,96.0,1.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,9.10820797366978,5.075798620002669,0.0953101798043249,0.7419373447293773,0,11,-0.5000000000000004,0.8660254037844384,10,0.8660254037844387,-0.4999999999999998,unemployed,divorced,secondary,no,yes,no,telephone,failure,yes,1009.0,160.0,1.0,2
31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,9.061851964518524,6.001662372084428,1.1314021114911006,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,14,0.299363122973358,-0.9541392564000488,blue-collar,married,secondary,no,yes,no,cellular,unknown,no,600.0,404.0,3.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0,9.008481192769151,4.533674184283021,1.410986973710262,1.1314021114911006,0,5,0.4999999999999999,-0.8660254037844387,8,0.9987165071710528,-0.0506491688387126,technician,single,secondary,no,yes,no,cellular,other,yes,152.0,93.0,4.0,3
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,44.0,9.004803410982097,3.1822118404966093,2.4069451083182885,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,14,0.299363122973358,-0.9541392564000488,admin.,married,secondary,no,yes,no,unknown,unknown,no,122.0,24.0,11.0,0
34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,9.523551292641695,6.169819915632058,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,12,0.5877852522924732,-0.8090169943749473,management,single,tertiary,no,no,no,unknown,unknown,no,5658.0,478.0,3.0,0
35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,9.17119405605536,5.19351225218191,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,19,-0.651372482722222,-0.7587581226927911,self-employed,married,tertiary,no,yes,no,cellular,unknown,no,1596.0,180.0,2.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,9.128490198486675,5.308762624409575,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,17,-0.4067366430758002,-0.9135454576426008,services,married,secondary,no,no,yes,cellular,unknown,no,1194.0,202.0,1.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,9.000248772156587,4.860587297852597,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,22,-0.968077118866204,-0.2506525322587213,student,single,unknown,no,no,no,cellular,unknown,no,85.0,129.0,1.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,9.010559280698864,5.182345190295616,0.7419373447293773,-2.302585092994045,0,2,0.8660254037844386,0.5000000000000001,2,0.4338837391175581,0.9009688679024191,technician,single,tertiary,no,yes,yes,cellular,unknown,no,169.0,178.0,2.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,9.128707233571248,4.829113417472866,1.8082887711792652,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,14,0.299363122973358,-0.9541392564000488,technician,single,secondary,no,yes,no,cellular,unknown,no,1196.0,125.0,6.0,0
40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47.0,9.027150438252097,5.03760174232607,1.1314021114911006,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,29,-0.3943558551133187,0.9189578116202306,blue-collar,married,secondary,no,yes,no,cellular,unknown,no,306.0,154.0,3.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,39.0,9.051356363746432,6.308280574284827,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,27,-0.72479278722912,0.6889669190756865,technician,married,secondary,no,yes,no,unknown,unknown,no,510.0,549.0,2.0,0
42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,9.173686760994771,4.533674184283021,0.0953101798043249,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,19,-0.743144825477394,-0.6691306063588585,retired,married,unknown,no,yes,no,unknown,unknown,no,1620.0,93.0,1.0,0
43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,9.067404899276369,5.050496827521386,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,11,0.7907757369376989,-0.6121059825476626,retired,married,secondary,no,no,no,cellular,unknown,no,648.0,156.0,2.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,9.009092843511192,-2.302585092994045,2.2082744135228043,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,20,-0.7907757369376986,-0.6121059825476627,student,single,secondary,no,yes,no,unknown,unknown,no,157.0,0.0,9.0,0
45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,8.989581475112114,4.585987366571318,0.7419373447293773,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,1,0.2079116908177593,0.9781476007338056,management,married,tertiary,no,yes,no,cellular,unknown,no,-1.0,98.0,2.0,0
46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,49.0,9.036474960989766,3.990834185852436,0.0953101798043249,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,11,0.7431448254773945,-0.6691306063588579,entrepreneur,married,tertiary,no,no,no,unknown,unknown,no,384.0,54.0,1.0,0
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,46.0,9.006766577708726,5.557214087568064,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,27,-0.72479278722912,0.6889669190756865,blue-collar,married,secondary,no,yes,yes,unknown,unknown,no,138.0,259.0,2.0,0
48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,9.00958189488356,6.723952625906384,0.7419373447293773,-2.302585092994045,0,2,0.8660254037844386,0.5000000000000001,9,0.9009688679024191,-0.433883739117558,management,married,secondary,no,no,no,cellular,unknown,no,161.0,832.0,2.0,0
49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,9.523770597300608,-2.302585092994045,1.410986973710262,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,11,0.7907757369376989,-0.6121059825476626,management,married,tertiary,no,no,no,cellular,unknown,no,5661.0,0.0,4.0,0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,51.0,9.166712360937964,6.057018177847421,0.7419373447293773,1.8082887711792652,0,5,0.4999999999999999,-0.8660254037844387,11,0.7907757369376989,-0.6121059825476626,blue-collar,married,primary,no,yes,no,cellular,other,yes,1553.0,427.0,2.0,6
51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,9.020764566630728,5.517854422268135,1.410986973710262,1.410986973710262,0,5,0.4999999999999999,-0.8660254037844387,5,0.8486442574947509,0.5289640103269624,services,unknown,secondary,no,yes,yes,cellular,failure,yes,253.0,249.0,4.0,4
52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,8.978420924889864,3.740047740688336,0.0953101798043249,0.0953101798043249,0,5,0.4999999999999999,-0.8660254037844387,13,0.485301962531081,-0.8743466161445821,blue-collar,married,secondary,no,yes,no,cellular,other,yes,-90.0,42.0,1.0,1
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,8.894546849363326,5.790265934544339,0.0953101798043249,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,11,0.7907757369376989,-0.6121059825476626,admin.,married,secondary,no,yes,no,cellular,unknown,no,-728.0,327.0,1.0,0
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,39.0,9.296710710211034,4.9494688588587685,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,6,0.9377521321470804,0.3473052528448203,blue-collar,married,primary,no,yes,no,unknown,unknown,no,2882.0,141.0,2.0,0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,9.17627673820039,5.501666290534067,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,5,0.8660254037844386,0.5000000000000001,blue-collar,married,primary,no,no,no,cellular,unknown,no,1645.0,245.0,3.0,0
